img_path,label,group
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154747453_46.42_noaug_B_sp7_2777.png,1,2777
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam149_231013_2023-10-17_04-20_19.39_noaug_B_sp7_2798.png,1,2798
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam027_231127_2023-11-29_20-50_10.25_noaug_B_sp7_2784.png,1,2784
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam078_231117_2023-11-18_23-40_51.45_noaug_B_sp7_2786.png,1,2786
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157790091_56.11_noaug_B_sp7_2785.png,1,2785
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam143_231005_2023-10-06_04-50_13.52_noaug_B_sp7_2813.png,1,2813
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam073_231010_2023-10-15_04-50_30.13_noaug_B_sp7_2776.png,1,2776
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam143_231005_2023-10-06_04-50_14.02_noaug_B_sp7_2813.png,1,2813
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam121_231125_2023-11-27_21-00_2.49_noaug_B_sp7_2795.png,1,2795
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam179_231124_2023-11-26_20-50_17.2_noaug_B_sp7_2808.png,1,2808
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154747453_50.42_noaug_B_sp7_2777.png,1,2777
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154785527_5.13_noaug_B_sp7_2796.png,1,2796
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154785527_1.13_noaug_B_sp7_2796.png,1,2796
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam149_231013_2023-10-17_04-20_19.64_noaug_B_sp7_2798.png,1,2798
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157790091_55.86_noaug_B_sp7_2785.png,1,2785
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam087_231019_2023-10-23_03-50_19.29_noaug_B_sp7_2814.png,1,2814
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam021_231117_2023-11-18_23-40_48.34_noaug_B_sp7_2778.png,1,2778
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam029_231010_2023-10-15_03-30_36.93_noaug_B_sp7_2794.png,1,2794
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam078_231117_2023-11-18_23-40_50.95_noaug_B_sp7_2786.png,1,2786
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam121_231125_2023-11-27_21-00_2.74_noaug_B_sp7_2795.png,1,2795
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam143_231005_2023-10-06_04-50_13.77_noaug_B_sp7_2813.png,1,2813
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154743762_11.68_noaug_B_sp7_2797.png,1,2797
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam121_231117_2023-11-19_21-50_52.97_noaug_B_sp7_2783.png,1,2783
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154743762_11.93_noaug_B_sp7_2797.png,1,2797
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157791838_57.21_noaug_B_sp7_2803.png,1,2803
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam073_231010_2023-10-15_04-50_29.63_noaug_B_sp7_2776.png,1,2776
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam149_231013_2023-10-14_04-30_37.15_noaug_B_sp7_2818.png,1,2818
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154747453_44.42_noaug_B_sp7_2777.png,1,2777
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154785527_3.13_noaug_B_sp7_2796.png,1,2796
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam029_231010_2023-10-15_03-30_36.43_noaug_B_sp7_2794.png,1,2794
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157792864_13.34_noaug_B_sp7_2793.png,1,2793
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam136_231110_2023-11-10_22-30_42.24_noaug_B_sp7_2817.png,1,2817
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154743485_26.64_noaug_B_sp7_2805.png,1,2805
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam026_231029_2023-11-04_20-10_0.5_noaug_B_sp7_2806.png,1,2806
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154784757_52.74_noaug_B_sp7_2804.png,1,2804
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam026_231029_2023-11-04_20-10_0.25_noaug_B_sp7_2806.png,1,2806
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154743485_26.39_noaug_B_sp7_2805.png,1,2805
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157377239_52.88_noaug_B_sp7_2807.png,1,2807
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam136_231110_2023-11-10_22-30_42.49_noaug_B_sp7_2817.png,1,2817
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154784757_50.74_noaug_B_sp7_2804.png,1,2804
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154743610_24.46_noaug_B_sp7_2781.png,1,2781
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157377239_52.63_noaug_B_sp7_2807.png,1,2807
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam026_231029_2023-11-04_20-10_0.0_noaug_B_sp7_2806.png,1,2806
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam179_231124_2023-11-26_20-50_16.95_noaug_B_sp7_2808.png,1,2808
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157790732_20.86_noaug_B_sp7_2809.png,1,2809
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157792864_10.2_noaug_B_sp7_2802.png,1,2802
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam134_231107_2023-11-13_01-10_49.42_noaug_B_sp7_2799.png,1,2799
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam136_231110_2023-11-10_22-30_42.74_noaug_B_sp7_2817.png,1,2817
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam134_231107_2023-11-13_01-10_49.17_noaug_B_sp7_2799.png,1,2799
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam149_231013_2023-10-14_04-30_36.9_noaug_B_sp7_2818.png,1,2818
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157377239_53.13_noaug_B_sp7_2807.png,1,2807
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam149_231013_2023-10-14_04-30_37.4_noaug_B_sp7_2818.png,1,2818
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam123_231028_2023-11-01_00-30_32.87_noaug_B_sp7_2780.png,1,2780
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154785744_57.18_noaug_B_sp7_2779.png,1,2779
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154784757_46.74_noaug_B_sp7_2804.png,1,2804
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154743610_24.96_noaug_B_sp7_2781.png,1,2781
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam010_231127_2023-11-28_20-50_34.69_noaug_B_sp7_2800.png,1,2800
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154743485_26.14_noaug_B_sp7_2805.png,1,2805
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam169_231123_2023-11-23_20-20_43.12_noaug_B_sp7_2820.png,1,2820
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam179_231124_2023-11-25_02-00_20.37_noaug_B_sp7_2801.png,1,2801
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154784757_48.74_noaug_B_sp7_2804.png,1,2804
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam087_231019_2023-10-23_03-50_19.04_noaug_B_sp7_2814.png,1,2814
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam027_231127_2023-11-28_20-30_42.84_noaug_B_sp7_2822.png,1,2822
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam123_231028_2023-11-01_00-30_33.12_noaug_B_sp7_2780.png,1,2780
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157792864_9.7_noaug_B_sp7_2802.png,1,2802
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157791683_54.84_noaug_B_sp7_2815.png,1,2815
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam010_231127_2023-11-28_20-50_34.44_noaug_B_sp7_2800.png,1,2800
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam169_231123_2023-11-23_20-20_43.37_noaug_B_sp7_2820.png,1,2820
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam169_231123_2023-11-23_20-20_43.62_noaug_B_sp7_2820.png,1,2820
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam179_231124_2023-11-25_02-00_20.12_noaug_B_sp7_2801.png,1,2801
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam179_231124_2023-11-26_20-50_17.45_noaug_B_sp7_2808.png,1,2808
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157791683_54.59_noaug_B_sp7_2815.png,1,2815
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam134_231107_2023-11-13_01-10_48.92_noaug_B_sp7_2799.png,1,2799
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154796355_38.82_noaug_B_sp7_2819.png,1,2819
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154793770_51.77_noaug_B_sp7_2816.png,1,2816
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157791683_55.09_noaug_B_sp7_2815.png,1,2815
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam045_231028_2023-11-01_01-30_40.05_noaug_B_sp7_2788.png,1,2788
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam010_231127_2023-11-28_20-50_34.19_noaug_B_sp7_2800.png,1,2800
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154796355_39.07_noaug_B_sp7_2819.png,1,2819
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154785744_55.18_noaug_B_sp7_2779.png,1,2779
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154743610_24.71_noaug_B_sp7_2781.png,1,2781
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam179_231124_2023-11-25_02-00_20.62_noaug_B_sp7_2801.png,1,2801
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam123_231028_2023-11-01_00-30_32.62_noaug_B_sp7_2780.png,1,2780
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154793770_52.02_noaug_B_sp7_2816.png,1,2816
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154796355_39.32_noaug_B_sp7_2819.png,1,2819
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154793770_52.27_noaug_B_sp7_2816.png,1,2816
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157792864_9.95_noaug_B_sp7_2802.png,1,2802
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154744238_28.03_noaug_B_sp7_2812.png,1,2812
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam123_231028_2023-11-02_22-00_18.35_noaug_B_sp7_2834.png,1,2834
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam123_231028_2023-11-02_22-00_18.1_noaug_B_sp7_2834.png,1,2834
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154784757_41.39_noaug_B_sp7_2833.png,1,2833
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam105_231029_2023-11-04_22-00_23.49_noaug_B_sp7_2829.png,1,2829
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam047_231128_2023-11-28_20-30_41.76_noaug_B_sp7_2842.png,1,2842
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam117_231117_2023-11-19_21-50_29.45_noaug_B_sp7_2831.png,1,2831
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam117_231117_2023-11-19_21-50_29.2_noaug_B_sp7_2831.png,1,2831
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam136_231110_2023-11-10_21-00_23.98_noaug_B_sp7_2830.png,1,2830
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154787112_45.26_noaug_B_sp7_2835.png,1,2835
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154787112_43.26_noaug_B_sp7_2835.png,1,2835
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam123_231028_2023-11-02_22-00_17.85_noaug_B_sp7_2834.png,1,2834
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam001_231013_2023-10-17_04-40_21.8_noaug_B_sp7_2811.png,1,2811
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam169_231123_2023-11-23_23-10_9.61_noaug_B_sp7_2837.png,1,2837
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154787112_49.26_noaug_B_sp7_2835.png,1,2835
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154787112_47.26_noaug_B_sp7_2835.png,1,2835
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam027_231127_2023-12-06_00-00_3.54_noaug_B_sp7_2849.png,1,2849
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam027_231127_2023-12-06_00-00_4.04_noaug_B_sp7_2849.png,1,2849
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam027_231127_2023-12-06_00-00_3.79_noaug_B_sp7_2849.png,1,2849
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam098_231125_2023-11-25_21-40_56.86_noaug_B_sp7_2848.png,1,2848
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam001_231013_2023-10-17_04-40_22.3_noaug_B_sp7_2811.png,1,2811
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam022_231019_2023-10-20_01-50_16.0_noaug_B_sp7_2839.png,1,2839
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam022_231019_2023-10-20_01-50_15.75_noaug_B_sp7_2839.png,1,2839
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154793784_37.62_noaug_B_sp7_2838.png,1,2838
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157792529_32.16_noaug_B_sp7_2844.png,1,2844
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam087_231019_2023-10-22_01-50_19.1_noaug_B_sp7_2843.png,1,2843
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam071_231127_2023-12-01_21-10_15.48_noaug_B_sp7_2845.png,1,2845
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam071_231127_2023-12-01_21-10_15.98_noaug_B_sp7_2845.png,1,2845
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam071_231127_2023-12-01_21-10_15.73_noaug_B_sp7_2845.png,1,2845
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157792529_31.91_noaug_B_sp7_2844.png,1,2844
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157792529_32.41_noaug_B_sp7_2844.png,1,2844
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154785170_35.13_noaug_B_sp7_2850.png,1,2850
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam098_231125_2023-11-25_21-40_57.36_noaug_B_sp7_2848.png,1,2848
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam098_231125_2023-11-25_21-40_57.11_noaug_B_sp7_2848.png,1,2848
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157789688_50.72_noaug_B_sp7_2767.png,1,2767
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam105_231029_2023-11-04_22-00_23.74_noaug_B_sp7_2829.png,1,2829
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154785170_39.13_noaug_B_sp7_2850.png,1,2850
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154785170_37.13_noaug_B_sp7_2850.png,1,2850
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam121_231125_2023-11-28_21-20_57.73_noaug_B_sp7_2847.png,1,2847
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam121_231125_2023-11-28_21-20_58.23_noaug_B_sp7_2847.png,1,2847
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154748129_38.28_noaug_B_sp7_2840.png,1,2840
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154748129_38.78_noaug_B_sp7_2840.png,1,2840
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154748129_38.53_noaug_B_sp7_2840.png,1,2840
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam022_231019_2023-10-20_01-50_15.5_noaug_B_sp7_2839.png,1,2839
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154744238_27.53_noaug_B_sp7_2812.png,1,2812
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154793784_38.12_noaug_B_sp7_2838.png,1,2838
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154793784_37.87_noaug_B_sp7_2838.png,1,2838
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam169_231123_2023-11-23_23-10_10.11_noaug_B_sp7_2837.png,1,2837
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157789688_50.22_noaug_B_sp7_2767.png,1,2767
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157790732_21.11_noaug_B_sp7_2809.png,1,2809
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam047_231128_2023-11-28_20-30_42.26_noaug_B_sp7_2842.png,1,2842
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam087_231019_2023-10-22_01-50_19.35_noaug_B_sp7_2843.png,1,2843
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154784757_39.39_noaug_B_sp7_2833.png,1,2833
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154784757_37.39_noaug_B_sp7_2833.png,1,2833
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam047_231128_2023-11-28_20-30_42.01_noaug_B_sp7_2842.png,1,2842
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam032_231019_2023-10-20_03-30_30.85_noaug_B_sp7_2841.png,1,2841
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam087_231019_2023-10-22_01-50_19.6_noaug_B_sp7_2843.png,1,2843
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154744238_27.78_noaug_B_sp7_2812.png,1,2812
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam105_231029_2023-11-04_22-00_23.99_noaug_B_sp7_2829.png,1,2829
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam136_231110_2023-11-10_21-00_24.48_noaug_B_sp7_2830.png,1,2830
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam136_231110_2023-11-10_21-00_24.23_noaug_B_sp7_2830.png,1,2830
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156091889_37.91_noaug_B_sp7_2810.png,1,2810
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam010_231127_2023-11-29_00-40_21.01_noaug_B_sp7_2764.png,1,2764
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam027_231127_2023-11-28_20-30_43.09_noaug_B_sp7_2822.png,1,2822
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam088_231125_2023-11-27_21-10_36.03_noaug_B_sp7_2821.png,1,2821
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157791838_53.11_noaug_B_sp7_2824.png,1,2824
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam010_231127_2023-12-02_23-40_51.28_noaug_B_sp7_2828.png,1,2828
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam010_231127_2023-11-29_00-40_20.76_noaug_B_sp7_2764.png,1,2764
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam186_231122_2023-11-24_02-30_10.35_noaug_B_sp7_2782.png,1,2782
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam088_231125_2023-11-27_21-10_36.53_noaug_B_sp7_2821.png,1,2821
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam186_231122_2023-11-24_02-30_10.85_noaug_B_sp7_2782.png,1,2782
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam169_231123_2023-11-23_23-10_9.86_noaug_B_sp7_2837.png,1,2837
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam117_231025_2023-10-26_02-40_43.87_noaug_B_sp7_2826.png,1,2826
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154787035_8.55_noaug_B_sp7_2832.png,1,2832
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157791838_49.11_noaug_B_sp7_2824.png,1,2824
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157790732_20.61_noaug_B_sp7_2809.png,1,2809
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156091889_38.16_noaug_B_sp7_2810.png,1,2810
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157791838_34.55_noaug_B_sp7_2827.png,1,2827
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam078_231117_2023-11-19_22-00_51.68_noaug_B_sp7_2825.png,1,2825
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam121_231125_2023-11-28_21-20_57.98_noaug_B_sp7_2847.png,1,2847
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154796206_8.61_noaug_B_sp7_2765.png,1,2765
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam001_231013_2023-10-17_04-40_22.05_noaug_B_sp7_2811.png,1,2811
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam056_231107_2023-11-11_02-10_7.34_noaug_B_sp7_2846.png,1,2846
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam010_231127_2023-12-02_23-40_51.78_noaug_B_sp7_2828.png,1,2828
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam096_231107_2023-11-08_21-40_44.25_noaug_B_sp7_2766.png,1,2766
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam032_231019_2023-10-20_03-30_31.35_noaug_B_sp7_2841.png,1,2841
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157791838_55.11_noaug_B_sp7_2824.png,1,2824
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154796206_8.36_noaug_B_sp7_2765.png,1,2765
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154787035_10.55_noaug_B_sp7_2832.png,1,2832
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam117_231025_2023-10-26_02-40_43.62_noaug_B_sp7_2826.png,1,2826
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam056_231118_2023-11-24_00-40_47.81_noaug_B_sp7_2823.png,1,2823
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam010_231127_2023-11-29_00-40_21.26_noaug_B_sp7_2764.png,1,2764
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam078_231117_2023-11-19_22-00_51.93_noaug_B_sp7_2825.png,1,2825
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam056_231118_2023-11-24_00-40_48.06_noaug_B_sp7_2823.png,1,2823
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam056_231118_2023-11-24_00-40_48.31_noaug_B_sp7_2823.png,1,2823
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157791838_38.55_noaug_B_sp7_2827.png,1,2827
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam056_231107_2023-11-11_02-10_7.84_noaug_B_sp7_2846.png,1,2846
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156091889_38.41_noaug_B_sp7_2810.png,1,2810
